STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
UTTAR PRADESH,ALLAHABAD,143,85,26,0,26,81,3,47,106,75,209,40,48,0,4417
UTTAR PRADESH,AMBEDKAR NAGAR,26,20,15,0,15,24,1,19,26,18,53,10,17,0,1027
UTTAR PRADESH,AURAIYA,37,34,9,0,9,26,5,22,47,10,30,17,10,0,1069
UTTAR PRADESH,AZAMGARH,54,23,11,0,11,29,4,22,29,20,46,15,26,0,1308
UTTAR PRADESH,BADAUN,88,110,11,0,11,40,4,17,15,15,41,29,18,0,1831
UTTAR PRADESH,BAGHPAT,81,57,17,0,17,27,3,26,40,12,46,10,22,0,1114
UTTAR PRADESH,BAHRAICH,43,30,34,0,34,44,7,26,31,38,70,20,25,0,1313
UTTAR PRADESH,BALLIA,32,31,10,0,10,18,1,6,38,20,44,10,10,0,816
UTTAR PRADESH,BALRAMPUR,20,13,10,0,10,17,4,2,13,9,25,12,4,0,505
UTTAR PRADESH,BANDA,49,22,15,0,15,12,0,10,28,22,42,49,14,0,978
UTTAR PRADESH,BARABANKI,62,44,25,0,25,63,13,24,39,81,35,28,34,0,1931
UTTAR PRADESH,BAREILLY,138,171,62,0,62,95,5,62,97,100,232,97,99,0,4834
UTTAR PRADESH,BASTI,24,20,10,0,10,22,0,11,34,36,97,8,39,0,1130
UTTAR PRADESH,BIJNOR,99,51,27,0,27,48,7,35,70,43,152,33,75,0,2070
UTTAR PRADESH,BULANDSHAHAR,146,160,44,0,44,93,1,33,105,69,209,75,120,0,4005
UTTAR PRADESH,CHANDOLI,17,20,6,0,6,12,2,5,7,30,89,8,34,0,955
UTTAR PRADESH,CHITRAKOOT DHAM,23,14,23,0,23,2,3,1,5,17,14,14,1,0,440
UTTAR PRADESH,DEORIA,31,17,2,0,2,17,1,5,40,11,43,8,3,0,1001
UTTAR PRADESH,ETAH,141,194,39,0,39,66,1,27,116,38,118,48,22,0,2723
UTTAR PRADESH,ETAWAH,66,69,14,0,14,54,2,32,16,44,73,31,37,0,2208
UTTAR PRADESH,FAIZABAD,52,29,23,0,23,32,4,12,33,34,74,23,37,0,1463
UTTAR PRADESH,FATEHGARH,64,90,21,0,21,41,3,27,32,23,47,32,16,0,1388
UTTAR PRADESH,FATEHPUR,66,30,22,0,22,38,6,18,13,30,74,29,21,0,1419
UTTAR PRADESH,FIROZABAD,123,143,28,0,28,69,30,74,152,65,80,58,51,0,2652
UTTAR PRADESH,G.R.P.,20,20,2,0,2,3,11,27,23,28,31,12,23,0,2153
UTTAR PRADESH,GAUTAMBUDH NAGAR,75,71,17,0,17,64,3,47,83,75,230,41,51,0,3277
UTTAR PRADESH,GHAZIABAD,150,135,33,0,33,108,4,45,69,181,333,30,85,0,4320
UTTAR PRADESH,GHAZIPUR,40,39,10,0,10,10,7,23,120,23,55,11,23,0,1102
UTTAR PRADESH,GONDA,46,46,13,0,13,33,7,23,37,26,79,18,9,0,1233
UTTAR PRADESH,GORAKHPUR,75,58,19,0,19,51,0,15,78,58,88,22,76,0,2076
UTTAR PRADESH,HAMIRPUR,22,7,8,0,8,7,0,1,3,12,23,16,5,0,435
UTTAR PRADESH,HARDOI,86,54,33,0,33,38,1,17,22,49,70,45,26,0,1806
UTTAR PRADESH,HATHRAS,56,54,16,0,16,50,32,57,88,53,89,48,26,0,1879
UTTAR PRADESH,J.P.NAGAR,66,50,28,0,28,34,0,16,95,19,91,34,34,0,1244
UTTAR PRADESH,JALAUN,48,17,8,0,8,19,5,13,14,21,45,42,37,0,1164
UTTAR PRADESH,JAUNPUR,44,62,24,0,24,33,6,41,84,41,151,28,44,0,2198
UTTAR PRADESH,JHANSI,66,30,10,0,10,13,0,23,14,21,78,38,55,0,1183
UTTAR PRADESH,KANNAUJ,54,40,6,0,6,26,1,16,17,19,44,32,9,0,1084
UTTAR PRADESH,KANPUR DEHAT,41,43,13,0,13,52,4,15,103,41,89,51,17,0,1820
UTTAR PRADESH,KANPUR NAGAR,148,132,46,0,46,222,42,114,273,252,582,102,165,0,8008
UTTAR PRADESH,KAUSHAMBI,51,23,30,0,30,36,3,26,35,15,33,27,16,0,1156
UTTAR PRADESH,KHIRI,93,66,47,0,47,72,6,21,42,25,104,48,25,0,2308
UTTAR PRADESH,KUSHI NAGAR,20,20,9,0,9,25,0,7,51,35,69,17,60,0,1127
UTTAR PRADESH,LALITPUR,22,4,10,0,10,9,4,2,29,7,13,16,29,0,583
UTTAR PRADESH,LUCKNOW,159,118,82,0,82,216,32,221,299,357,779,98,159,0,10017
UTTAR PRADESH,MAHARAJGANJ,25,11,23,0,23,23,2,11,33,24,81,18,23,0,1111
UTTAR PRADESH,MAHOBA,30,13,10,0,10,11,0,8,12,10,17,21,14,0,496
UTTAR PRADESH,MAINPURI,108,137,11,0,11,46,58,65,72,70,101,32,22,0,2232
UTTAR PRADESH,MATHURA,83,115,36,0,36,45,9,44,141,119,370,62,50,0,3965
UTTAR PRADESH,MAU,32,38,8,0,8,26,0,14,78,11,72,21,32,0,911
UTTAR PRADESH,MEERUT,195,189,39,0,39,109,7,86,148,116,330,63,163,0,4410
UTTAR PRADESH,MIRZAPUR,40,17,10,0,10,4,0,9,7,19,52,13,11,0,795
UTTAR PRADESH,MORADABAD,130,138,58,0,58,97,4,44,95,49,206,83,115,0,4304
UTTAR PRADESH,MUZAFFARNAGAR,213,170,37,0,37,100,12,75,142,69,191,56,72,0,3720
UTTAR PRADESH,PILIBHIT,38,20,23,0,23,31,0,4,10,61,120,38,18,0,1651
UTTAR PRADESH,PRATAPGARH,58,44,16,0,16,43,3,19,91,29,59,32,20,0,1684
UTTAR PRADESH,RAIBAREILLY,57,46,31,0,31,39,5,14,55,56,97,53,38,0,1826
UTTAR PRADESH,RAMPUR,57,71,40,0,40,54,5,47,52,68,169,50,13,0,2138
UTTAR PRADESH,SAHARANPUR,81,105,14,0,14,34,1,22,80,56,227,36,77,0,2960
UTTAR PRADESH,SANT KABIRNAGAR,21,10,9,0,9,20,0,12,16,15,28,13,16,0,503
UTTAR PRADESH,SHAHJAHANPUR,126,125,52,0,52,69,19,48,59,60,129,84,43,0,2691
UTTAR PRADESH,SHRAWASTI,19,11,10,0,10,9,2,5,11,12,16,12,5,0,393
UTTAR PRADESH,SIDHARTHNAGAR,12,4,5,0,5,24,0,7,13,20,61,13,33,0,771
UTTAR PRADESH,SITAPUR,112,81,67,0,67,84,7,43,57,100,92,69,20,0,2881
UTTAR PRADESH,SONBHADRA,35,16,16,0,16,8,1,8,13,17,50,21,35,0,744
UTTAR PRADESH,ST.RAVIDASNAGAR,13,19,1,0,1,5,1,14,12,16,24,9,2,0,478
UTTAR PRADESH,SULTANPUR,59,61,34,0,34,47,1,37,41,41,59,30,13,0,1594
UTTAR PRADESH,UNNAO,94,61,30,0,30,61,6,32,45,36,51,37,26,0,1560
UTTAR PRADESH,VARANASI,66,61,20,0,20,38,2,44,119,114,257,20,120,0,3784
UTTAR PRADESH,TOTAL,5000,4424,1648,0,1648,3363,437,2169,4495,3639,8399,2522,2882,0,150258
UTTARAKHAND,ALMORA,19,9,6,0,6,0,2,10,11,1,6,4,0,0,299
UTTARAKHAND,BAGESHWAR,10,1,3,0,3,0,0,2,5,1,5,6,2,0,109
UTTARAKHAND,CHAMOLI,15,9,10,0,10,6,0,1,19,8,8,5,0,0,221
UTTARAKHAND,CHAMPAWAT,5,0,2,0,2,2,0,3,3,0,2,1,0,0,84
UTTARAKHAND,DEHRADUN,37,50,29,0,29,58,7,25,98,47,237,45,23,0,2205
UTTARAKHAND,HARIDWAR,55,59,28,0,28,59,19,70,99,43,259,31,31,0,2534
UTTARAKHAND,NAINITAL,26,19,6,0,6,24,7,13,28,7,34,4,0,0,883
UTTARAKHAND,PAURI GARHWAL,19,7,7,0,7,11,0,3,12,9,10,4,4,0,419
UTTARAKHAND,PITHORAGARH,9,2,9,0,9,9,1,8,11,3,7,11,0,0,341
UTTARAKHAND,RUDRA PRAYAG,6,6,1,0,1,5,0,3,8,1,6,6,0,0,134
UTTARAKHAND,TEHRI GARHWAL,11,7,2,0,2,4,0,9,18,5,17,2,2,0,248
UTTARAKHAND,UDHAMSINGH NAGAR,54,56,12,0,12,41,10,23,133,36,99,21,0,0,1903
UTTARAKHAND,UTTARKASHI,2,3,2,0,2,8,0,3,14,2,7,6,1,0,219
UTTARAKHAND,TOTAL,268,228,117,0,117,227,46,173,459,163,697,146,63,0,9599
WEST BENGAL,24 PARGANAS NORTH,194,6,231,0,231,236,13,18,545,5,210,187,2,0,9201
WEST BENGAL,24 PARGANAS SOUTH,158,123,205,0,205,176,14,39,325,94,123,205,4,2,8856
WEST BENGAL,ASANSOL,26,2,15,0,15,10,3,9,18,1,57,20,1,0,1491
WEST BENGAL,BANKURA,49,32,44,0,44,12,5,20,87,19,21,43,1,0,1329
WEST BENGAL,BIRBHUM,66,15,53,0,53,26,10,14,199,10,34,44,0,0,1868
WEST BENGAL,BURDWAN,122,14,69,0,69,51,13,28,212,4,103,135,1,0,4384
WEST BENGAL,COOCHBEHAR,34,10,139,0,139,60,1,8,50,13,25,122,0,0,2051
WEST BENGAL,DAKSHIN DINAJPUR,34,78,46,0,46,34,0,4,30,11,10,93,2,0,1284
WEST BENGAL,DARJEELING,31,2,48,0,48,34,5,7,28,22,16,37,2,0,1873
WEST BENGAL,HOOGHLY,90,97,57,0,57,45,12,24,281,38,21,48,0,0,3632
WEST BENGAL,HOWRAH,69,16,45,0,45,70,4,17,180,23,152,87,6,0,4073
WEST BENGAL,HOWRAH G.R.P.,9,4,1,0,1,2,0,5,3,0,4,4,0,0,493
WEST BENGAL,JALPAIGURI,122,56,235,0,235,170,5,35,69,86,46,211,1,0,6654
WEST BENGAL,KHARAGPUR G.R.P.,3,0,0,0,0,2,1,0,2,0,0,2,0,0,170
WEST BENGAL,KOLKATA,36,71,44,0,44,88,2,74,220,222,1126,189,58,3,10901
WEST BENGAL,MALDA,88,63,103,0,103,67,4,15,35,6,24,103,13,0,2175
WEST BENGAL,MURSHIDABAD,132,61,369,0,369,123,10,17,212,7,91,250,6,0,5243
WEST BENGAL,NADIA,99,69,183,0,183,175,18,14,193,0,214,249,0,0,5623
WEST BENGAL,PASCHIM MIDNAPUR,105,39,60,0,60,61,10,31,204,46,53,83,1,0,2933
WEST BENGAL,PURAB MIDNAPUR,76,41,41,0,41,75,8,10,741,43,29,36,1,0,3099
WEST BENGAL,PURULIA,46,0,38,0,38,14,0,12,58,4,24,70,0,0,1385
WEST BENGAL,SEALDAH G.R.P.,6,7,3,0,3,4,5,5,8,2,7,4,0,0,269
WEST BENGAL,SILIGURI G.R.P.,4,1,1,0,1,0,2,0,2,1,0,1,0,0,96
WEST BENGAL,UTTAR DINAJPUR,53,70,76,0,76,55,1,21,25,15,16,58,0,0,2019
WEST BENGAL,TOTAL,1652,877,2106,0,2106,1590,146,427,3727,672,2406,2281,99,5,81102
A & N ISLANDS,A and N ISLANDS,15,19,3,0,3,9,5,9,17,7,23,21,2,0,807
A & N ISLANDS,TOTAL,15,19,3,0,3,9,5,9,17,7,23,21,2,0,807
CHANDIGARH,CHANDIGARH,19,26,22,0,22,46,2,37,79,38,170,32,11,0,3643
CHANDIGARH,TOTAL,19,26,22,0,22,46,2,37,79,38,170,32,11,0,3643
D & N HAVELI,D and N HAVELI,10,2,7,0,7,6,1,3,39,17,10,0,0,0,425
D & N HAVELI,TOTAL,10,2,7,0,7,6,1,3,39,17,10,0,0,0,425
DAMAN & DIU,DAMAN,12,6,1,0,1,0,3,1,26,5,6,0,0,0,210
DAMAN & DIU,DIU,0,1,0,0,0,1,0,1,5,0,0,0,0,0,50
DAMAN & DIU,TOTAL,12,7,1,0,1,1,3,2,31,5,6,0,0,0,260
DELHI UT,CENTRAL,27,29,22,0,22,45,1,28,4,41,149,38,9,0,3248
DELHI UT,DELHI UT TOTAL,495,530,598,0,598,1167,34,557,87,451,2336,868,167,0,56065
DELHI UT,EAST,34,61,73,0,73,102,7,102,17,35,201,112,24,0,6016
DELHI UT,GRP(RLY),3,0,4,0,4,8,0,2,0,1,13,4,1,0,926
DELHI UT,IGI AIRPORT,1,0,0,0,0,0,0,6,1,4,411,8,3,0,662
DELHI UT,NEW DELHI,4,7,7,0,7,9,1,23,7,29,284,23,10,0,2195
DELHI UT,NORTH,22,41,33,0,33,41,5,33,7,51,182,43,30,0,3352
DELHI UT,NORTH-EAST,66,74,89,0,89,200,2,55,2,32,91,120,13,0,5121
DELHI UT,NORTH-WEST,57,52,51,0,51,120,4,63,6,31,199,64,3,0,5189
DELHI UT,OUTER,102,96,121,0,121,237,4,85,12,20,98,100,12,0,5690
DELHI UT,SOUTH,68,84,83,0,83,177,2,75,19,102,348,169,36,0,10414
DELHI UT,SOUTH-WEST,51,43,51,0,51,111,7,47,9,41,154,85,14,0,6821
DELHI UT,STF,0,6,0,0,0,0,1,0,0,0,7,0,0,0,40
DELHI UT,WEST,60,37,64,0,64,117,0,38,3,64,199,102,12,0,6391
LAKSHADWEEP,LAKSHADWEEP,0,2,1,0,1,0,0,0,1,0,0,2,0,0,56
LAKSHADWEEP,TOTAL,0,2,1,0,1,0,0,0,1,0,0,2,0,0,56
PUDUCHERRY,KARAIKAL,4,9,3,0,3,4,0,0,29,1,6,33,6,0,766
PUDUCHERRY,PONDICHERRY,30,33,6,0,6,10,1,8,116,5,39,56,26,0,4288
PUDUCHERRY,TOTAL,34,42,9,0,9,14,1,8,145,6,45,89,32,0,5054
ANDHRA PRADESH,ADILABAD,73,82,50,0,50,26,3,20,100,17,135,174,103,0,5300
ANDHRA PRADESH,ANANTAPUR,154,80,37,0,37,36,10,20,51,24,108,133,132,0,5734
ANDHRA PRADESH,CHITTOOR,123,65,30,0,30,57,6,20,64,29,295,104,250,0,7307
ANDHRA PRADESH,CUDDAPAH,114,94,27,0,27,64,2,12,143,28,248,212,37,0,6605
ANDHRA PRADESH,CYBERABAD,197,66,80,0,80,101,7,81,74,103,1183,130,833,0,14173
ANDHRA PRADESH,EAST GODAVARI,82,112,48,0,48,13,0,19,48,109,328,194,131,0,8435
ANDHRA PRADESH,GUNTAKAL RLY.,7,0,0,0,0,0,0,1,0,1,4,3,1,0,171
ANDHRA PRADESH,GUNTUR,159,196,48,0,48,65,4,25,64,40,393,306,99,0,8911
ANDHRA PRADESH,HYDERABAD CITY,122,126,62,0,62,77,10,115,143,143,1875,231,148,0,18567
ANDHRA PRADESH,KARIMNAGAR,134,114,84,0,84,148,1,15,153,36,525,310,273,0,8337
ANDHRA PRADESH,KHAMMAM,123,47,70,0,70,83,3,9,97,23,150,213,24,0,5834
ANDHRA PRADESH,KRISHNA,53,63,38,0,38,52,0,11,13,9,114,254,93,0,5528
ANDHRA PRADESH,KURNOOL,116,143,47,0,47,72,14,28,158,22,282,419,232,0,7835
ANDHRA PRADESH,MAHABOOBNAGAR,188,66,72,0,72,87,9,36,65,16,173,162,38,0,6661
ANDHRA PRADESH,MEDAK,140,57,50,0,50,44,7,20,57,24,241,114,61,0,5989
ANDHRA PRADESH,NALGONDA,121,76,90,0,90,76,7,31,135,24,218,243,155,0,8026
ANDHRA PRADESH,NELLORE,70,73,39,0,39,73,4,23,43,79,121,184,130,0,6118
ANDHRA PRADESH,NIZAMABAD,153,61,31,0,31,25,7,31,67,28,241,70,85,0,5709
ANDHRA PRADESH,PRAKASHAM,75,59,30,0,30,53,5,12,28,35,216,192,38,0,5453
ANDHRA PRADESH,RANGA REDDY,91,35,37,0,37,13,2,8,19,15,65,39,25,0,2419
ANDHRA PRADESH,SECUNDERABAD RLY.,10,0,2,0,2,0,0,2,0,0,4,1,0,0,476
ANDHRA PRADESH,SRIKAKULAM,25,0,32,0,32,14,2,4,8,8,59,92,72,0,3908
ANDHRA PRADESH,VIJAYAWADA CITY,34,58,30,0,30,36,1,24,8,52,326,104,252,0,5127
ANDHRA PRADESH,VIJAYAWADA RLY.,1,1,0,0,0,0,0,3,1,0,3,1,1,0,417
ANDHRA PRADESH,VISAKHA RURAL,65,40,12,0,12,9,0,3,159,5,61,79,40,0,3107
ANDHRA PRADESH,VISAKHAPATNAM,32,36,29,0,29,26,3,28,14,31,267,87,2,0,5015
ANDHRA PRADESH,VIZIANAGARAM,29,21,6,0,6,14,0,1,12,6,99,88,60,0,3142
ANDHRA PRADESH,WARANGAL,121,73,59,0,59,62,1,3,173,15,304,223,54,0,6758
ANDHRA PRADESH,WEST GODAVARI,78,98,117,0,117,70,2,18,33,68,355,368,182,0,8213
ANDHRA PRADESH,TOTAL,2690,1942,1257,0,1257,1396,110,623,1930,990,8393,4730,3551,0,179275
ARUNACHAL PRADESH,CHANGLANG,6,4,2,0,2,4,0,7,0,3,1,5,0,0,199
ARUNACHAL PRADESH,DIBANG VALLEY,1,2,3,0,3,4,1,1,0,3,2,9,0,0,133
ARUNACHAL PRADESH,K/KUMEY,3,4,2,0,2,2,0,1,2,1,1,2,0,0,97
ARUNACHAL PRADESH,KAMENG EAST,4,0,5,0,5,4,2,4,1,2,0,0,0,0,144
ARUNACHAL PRADESH,KAMENG WEST,1,0,0,0,0,2,3,0,2,3,1,4,0,0,97
ARUNACHAL PRADESH,LOHIT,11,1,3,0,3,1,0,6,1,0,0,1,0,0,159
ARUNACHAL PRADESH,PAPUM PARE,11,6,7,0,7,10,5,33,2,20,10,12,1,0,541
ARUNACHAL PRADESH,SIANG EAST,9,2,5,0,5,5,2,7,0,1,4,6,0,0,179
ARUNACHAL PRADESH,SIANG UPPER,1,3,0,0,0,1,0,2,0,5,1,1,0,0,55
ARUNACHAL PRADESH,SIANG WEST,6,5,13,0,13,8,0,1,1,3,2,6,0,0,276
ARUNACHAL PRADESH,SUBANSIRI LOWER,4,1,0,0,0,3,0,6,1,1,2,10,0,0,135
ARUNACHAL PRADESH,SUBANSIRI UPPER,4,6,2,0,2,1,0,4,7,0,4,6,0,0,162
ARUNACHAL PRADESH,TAWANG,2,0,0,0,0,0,0,1,0,0,0,5,0,0,42
ARUNACHAL PRADESH,TIRAP,7,3,0,0,0,2,1,6,1,1,0,5,0,0,141
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ARUNACHAL PRADESH,TOTAL,72,37,42,0,42,47,14,79,18,43,28,72,1,0,2374
ASSAM,BARPETA,54,20,97,0,97,117,14,16,277,20,11,34,0,0,2539
ASSAM,BASKA,67,19,23,0,23,30,3,7,3,7,4,16,0,0,465
ASSAM,BONGAIGAON,15,10,51,0,51,35,7,7,83,13,36,13,0,0,1219
ASSAM,C.I.D.,0,0,0,0,0,0,0,0,0,0,10,0,0,0,24
ASSAM,CACHAR,56,6,72,0,72,106,43,23,245,54,64,19,0,0,4869
ASSAM,CHIRANG,24,0,25,0,25,24,2,4,5,1,7,15,0,0,467
ASSAM,DARRANG,38,5,57,0,57,57,6,16,61,17,31,162,2,0,1493
ASSAM,DHEMAJI,21,30,88,0,88,51,1,23,22,3,35,40,0,0,1326
ASSAM,DHUBRI,44,20,116,0,116,126,16,15,304,53,79,88,0,0,3242
ASSAM,DIBRUGARH,99,21,46,0,46,60,4,31,21,34,34,60,0,0,2343
ASSAM,G.R.P.,6,0,5,0,5,8,4,6,1,1,2,2,0,0,251
ASSAM,GOALPARA,36,5,66,0,66,64,14,9,147,0,30,32,0,0,1319
ASSAM,GOLAGHAT,65,15,42,0,42,50,15,25,54,13,32,46,0,0,1476
ASSAM,GUWAHATI CITY,50,18,59,0,59,97,20,77,74,125,147,169,0,0,7163
ASSAM,HAILAKANDI,27,0,39,0,39,52,16,5,343,14,22,8,0,0,1171
ASSAM,JORHAT,51,24,44,0,44,41,5,15,16,17,41,59,0,0,1517
ASSAM,KAMRUP,46,23,36,0,36,78,11,55,34,45,47,75,0,0,2429
ASSAM,KARBI ANGLONG,55,16,16,0,16,12,11,9,35,10,12,7,0,0,684
ASSAM,KARIMGANJ,27,13,19,0,19,44,6,8,228,7,15,10,0,0,1046
ASSAM,KOKRAJHAR,53,32,55,0,55,24,5,8,38,9,25,16,0,0,902
ASSAM,LAKHIMPUR,41,6,52,0,52,71,4,9,17,11,28,24,0,0,1905
ASSAM,MORIGAON,20,9,75,0,75,68,9,12,64,5,50,57,0,0,1429
ASSAM,N.C.HILLS,42,14,4,0,4,9,0,2,2,1,2,1,0,0,233
ASSAM,NAGAON,83,41,112,0,112,209,44,74,271,96,49,200,0,0,4294
ASSAM,NALBARI,31,29,30,0,30,47,6,33,10,4,16,42,0,0,1183
ASSAM,R.P.O.,3,0,5,0,5,3,5,0,3,1,0,1,0,0,88
ASSAM,SIBSAGAR,108,7,46,0,46,94,3,22,44,28,73,27,0,0,2276
ASSAM,SONITPUR,94,31,56,0,56,125,7,20,87,28,45,34,0,0,2779
ASSAM,TINSUKIA,114,0,60,0,60,60,17,21,16,59,31,8,0,0,2333
ASSAM,UDALGURI,56,3,42,0,42,27,14,16,95,4,18,7,0,0,868
ASSAM,TOTAL,1426,417,1438,0,1438,1789,312,568,2600,680,996,1272,2,0,53333
BIHAR,ARARIA,50,37,37,0,37,30,49,51,214,30,42,35,0,2,2907
BIHAR,ARWAL,28,0,2,0,2,10,1,4,26,11,21,0,0,0,694
BIHAR,AURANGABAD,92,27,30,0,30,38,28,24,445,19,165,13,0,0,3381
BIHAR,BAGAHA,26,8,15,0,15,36,6,17,133,14,44,14,0,0,2439
BIHAR,BANKA,70,56,49,0,49,38,14,24,168,12,26,16,0,0,1848
BIHAR,BEGUSARAI,101,170,25,0,25,34,18,67,225,70,78,3,0,0,3256
BIHAR,BETTIAH,64,33,28,0,28,49,7,18,261,66,35,0,4,0,3312
BIHAR,BHABHUA,40,38,8,0,8,19,6,14,148,33,45,10,0,1,1763
BIHAR,BHAGALPUR,90,81,35,0,35,98,10,34,259,35,105,35,5,0,4313
BIHAR,BHOJPUR,138,167,18,0,18,47,16,49,191,106,164,31,1,0,3866
BIHAR,BUXAR,52,61,11,0,11,18,9,24,143,26,24,20,0,0,1496
BIHAR,DARBHANGA,76,154,67,0,67,80,19,15,50,129,150,53,0,0,3800
BIHAR,GAYA,136,60,52,0,52,77,35,63,544,32,151,8,0,3,4179
BIHAR,GOPALGANJ,74,93,23,0,23,63,16,41,201,4,65,27,0,0,2605
BIHAR,JAMALPUR RLY.,10,0,1,0,1,0,8,3,7,0,1,0,0,0,223
BIHAR,JAMUI,56,127,17,0,17,21,16,21,163,5,47,25,0,0,1788
BIHAR,JEHANABAD,35,10,6,0,6,19,15,18,127,3,10,0,0,0,1524
BIHAR,KATIHAR,63,13,120,0,120,66,16,23,146,19,85,12,0,0,2858
BIHAR,KATIHAR RLY.,6,11,2,0,2,2,4,9,21,3,8,5,0,0,467
BIHAR,KHAGARIA,55,63,16,0,16,17,7,17,201,13,17,2,0,0,1826
BIHAR,KISHANGANJ,32,42,30,0,30,26,7,17,125,5,4,0,0,0,1316
BIHAR,LAKHISARAI,41,67,35,0,35,17,7,23,72,16,33,23,2,0,1187
BIHAR,MADHEPURA,34,7,16,0,16,30,7,33,159,25,11,10,0,0,1700
BIHAR,MADHUBANI,62,72,24,0,24,36,24,26,285,21,30,182,0,0,5454
BIHAR,MOTIHARI,120,306,34,0,34,83,27,50,323,13,9,14,0,0,4600
BIHAR,MUNGER,85,92,20,0,20,31,6,43,189,20,22,2,0,0,1899
BIHAR,MUZAFFARPUR,138,11,28,0,28,97,35,50,316,66,126,15,0,0,5678
BIHAR,MUZAFFARPUR RLY.,16,0,2,0,2,0,4,12,9,0,13,0,0,0,609
BIHAR,NALANDA,120,53,23,0,23,56,10,23,190,73,76,36,0,0,4215
BIHAR,NAUGACHIA,33,15,8,0,8,6,2,4,106,59,62,35,0,0,1523
BIHAR,NAWADAH,76,8,28,0,28,26,10,24,128,40,35,10,1,1,1747
BIHAR,PATNA,341,189,57,0,57,78,63,312,428,46,318,31,1,0,14491
BIHAR,PATNA RLY.,24,13,0,0,0,4,9,12,18,3,19,7,0,0,939
BIHAR,PURNEA,81,20,185,0,185,88,29,30,187,36,151,73,0,0,2802
BIHAR,ROHTAS,112,19,21,0,21,55,22,49,154,38,97,15,0,0,3943
BIHAR,SAHARSA,30,139,22,0,22,20,13,70,267,49,59,75,0,0,2155
BIHAR,SAMASTIPUR,81,292,32,0,32,62,8,28,253,25,34,15,5,15,3416
BIHAR,SARAN,119,137,34,0,34,58,29,60,266,55,95,10,0,0,3550
BIHAR,SHEIKHPURA,22,27,9,0,9,14,2,7,101,1,33,1,0,0,1020
BIHAR,SHEOHAR,9,17,7,0,7,11,5,9,70,7,16,4,0,0,546
BIHAR,SITAMARHI,72,37,12,0,12,43,26,36,59,11,20,18,0,0,3235
BIHAR,SIWAN,74,65,24,0,24,35,22,72,125,19,90,9,2,0,2452
BIHAR,SUPAUL,49,88,53,0,53,37,6,31,315,34,85,71,0,0,1978
BIHAR,VAISHALI,106,29,36,0,36,114,13,35,281,60,20,34,0,0,3669
BIHAR,TOTAL,3139,2954,1302,0,1302,1789,686,1592,8099,1352,2741,999,21,22,122669
CHHATTISGARH,BALRAMPUR,49,12,41,0,41,5,4,20,32,0,4,43,0,0,774
CHHATTISGARH,BILASPUR,112,48,71,0,71,25,6,55,211,11,74,171,4,0,6337
CHHATTISGARH,BIZAPUR,95,82,5,0,5,2,11,6,18,0,1,5,0,0,368
CHHATTISGARH,DANTEWARA,69,84,10,0,10,7,25,1,28,0,8,17,1,0,723
CHHATTISGARH,DHAMTARI,23,16,26,0,26,4,5,11,34,0,20,47,4,0,1552
CHHATTISGARH,DURG,83,39,109,0,109,12,5,61,54,15,69,218,17,0,6595
CHHATTISGARH,GRP RAIPUR,5,1,2,0,2,0,0,4,1,0,2,4,2,0,301
CHHATTISGARH,JAGDALPUR,73,46,68,0,68,11,11,13,55,3,18,49,2,0,2309
CHHATTISGARH,JANJGIR,36,31,47,0,47,7,3,34,100,5,23,135,12,0,3011
CHHATTISGARH,JASHPUR,65,16,71,0,71,41,6,24,27,0,16,56,3,0,1270
CHHATTISGARH,KABIRDHAM,11,18,29,0,29,4,3,13,50,6,21,79,6,0,1720
CHHATTISGARH,KANKER,54,53,15,0,15,7,14,13,26,3,6,26,3,0,1062
CHHATTISGARH,KORBA,38,12,31,0,31,9,4,36,39,4,26,68,10,0,2515
CHHATTISGARH,KORIYA,48,22,54,0,54,5,4,13,28,7,14,93,6,0,1798
CHHATTISGARH,MAHASAMUND,19,13,24,0,24,7,1,5,20,11,19,57,4,0,1493
CHHATTISGARH,NARAYANPUR,18,49,1,0,1,0,7,0,1,1,0,0,0,0,151
CHHATTISGARH,RAIGARH,89,24,30,0,30,7,2,28,109,23,25,74,8,0,2945
CHHATTISGARH,RAIPUR,112,91,128,0,128,36,5,85,183,60,138,247,34,0,9981
CHHATTISGARH,RAJNANDGAON,47,33,60,0,60,12,2,23,42,7,36,72,5,0,3252
CHHATTISGARH,SARGUJA,65,27,78,0,78,8,2,30,44,2,30,89,3,0,1805
CHHATTISGARH,SURAJPUR,58,19,78,0,78,7,4,25,42,11,12,71,1,0,1480
CHHATTISGARH,TOTAL,1169,736,978,0,978,216,124,500,1144,169,562,1621,125,0,51442
GOA,NORTH GOA,26,14,15,0,15,17,2,8,43,30,57,15,2,0,1489
GOA,SOUTH GOA,23,11,15,0,15,11,1,15,59,17,48,17,10,0,1253
