STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
GOA,TOTAL,49,25,30,0,30,28,3,23,102,47,105,32,12,0,2742
GUJARAT,AHMEDABAD COMMR.,85,60,44,0,44,137,14,538,168,223,200,78,19,0,18544
GUJARAT,AHMEDABAD RURAL,36,20,3,0,3,35,14,37,61,45,9,16,0,0,3404
GUJARAT,AHWA-DANG,7,2,3,0,3,2,0,0,2,2,2,2,0,0,231
GUJARAT,AMRELI,22,6,8,0,8,58,0,6,34,50,8,31,3,0,2391
GUJARAT,ANAND,40,10,11,0,11,45,12,16,39,64,10,25,2,0,3794
GUJARAT,BHARUCH,36,15,13,0,13,29,13,22,51,76,14,13,2,0,3075
GUJARAT,BHAVNAGAR,35,33,9,0,9,80,11,52,134,40,73,69,51,0,5858
GUJARAT,DAHOD,44,21,13,0,13,40,33,55,61,8,4,33,0,0,1808
GUJARAT,GANDHINAGAR,32,12,8,0,8,35,6,34,42,19,40,18,2,0,4808
GUJARAT,HIMATNAGAR,38,13,16,0,16,34,11,19,64,31,33,22,0,0,4887
GUJARAT,JAMNAGAR,34,12,17,0,17,25,14,22,79,22,27,14,1,0,5332
GUJARAT,JUNAGADH,33,20,5,0,5,43,13,49,79,84,46,66,3,0,5288
GUJARAT,KHEDA NORTH,36,11,8,0,8,39,5,13,39,25,35,40,0,0,5265
GUJARAT,KUTCH,40,8,16,0,16,42,4,34,73,35,52,26,6,0,4941
GUJARAT,MEHSANA,29,18,9,0,9,48,10,33,84,49,34,33,1,0,4604
GUJARAT,NARMADA,11,3,7,0,7,7,0,1,7,2,3,8,1,0,810
GUJARAT,NAVSARI,25,3,2,0,2,4,0,5,10,14,5,1,1,0,995
GUJARAT,PALANPUR,42,16,37,0,37,43,9,31,67,18,35,34,0,0,4107
GUJARAT,PANCHMAHAL,40,13,8,0,8,53,3,13,29,34,25,29,2,0,3323
GUJARAT,PATAN,14,15,19,0,19,24,4,18,54,17,20,29,0,0,2948
GUJARAT,PORBANDAR,7,6,3,0,3,11,0,6,10,4,11,5,0,0,1014
GUJARAT,RAJKOT COMMR.,37,33,12,0,12,40,9,68,140,71,85,30,19,0,5525
GUJARAT,RAJKOT RURAL,45,16,24,0,24,42,13,26,62,42,12,45,2,0,3870
GUJARAT,SURAT COMMR.,97,42,28,0,28,79,24,146,165,39,178,54,2,0,10741
GUJARAT,SURAT RURAL,43,4,3,0,3,5,5,9,10,17,19,7,0,0,1589
GUJARAT,SURENDRANAGAR,35,15,21,0,21,38,3,12,44,38,17,50,1,0,2957
GUJARAT,TAPI,21,5,3,0,3,2,3,3,8,5,0,2,0,0,602
GUJARAT,VADODARA COMMR.,20,32,7,0,7,30,9,23,123,20,119,16,3,0,5386
GUJARAT,VADODARA RURAL,79,17,11,0,11,37,6,10,31,44,6,21,0,0,2755
GUJARAT,VALSAD,33,5,4,0,4,9,4,8,36,28,43,6,0,0,1800
GUJARAT,W.RLY,10,1,2,0,2,3,4,13,3,1,2,5,1,0,1156
GUJARAT,TOTAL,1106,487,374,0,374,1119,256,1322,1809,1167,1167,828,122,0,123808
HARYANA,AMBALA,31,31,35,0,35,49,2,15,1,32,88,27,21,0,2560
HARYANA,BHIWANI,56,27,33,0,33,36,12,25,158,21,90,24,20,0,2739
HARYANA,FARIDABAD,59,24,46,0,46,94,4,32,145,138,32,23,97,0,4516
HARYANA,FATEHABAD,20,13,12,0,12,21,1,5,23,8,65,16,13,0,1621
HARYANA,GRP,27,3,1,0,1,3,1,22,11,4,7,7,158,0,1260
HARYANA,GURGAON,80,59,35,0,35,66,36,111,117,91,200,27,32,0,7170
HARYANA,HISSAR,52,46,23,0,23,27,1,23,52,30,94,25,9,0,3166
HARYANA,JHAJJAR,62,30,22,0,22,15,5,18,58,24,44,13,42,0,1715
HARYANA,JIND,39,24,38,0,38,23,1,18,103,56,43,21,15,0,1767
HARYANA,KAITHAL,22,24,14,0,14,16,5,6,0,70,22,14,0,0,1522
HARYANA,KARNAL,39,46,50,0,50,23,6,23,28,13,74,31,21,0,3231
HARYANA,KURUKSHETRA,20,19,41,0,41,24,2,23,0,73,22,11,27,0,2413
HARYANA,MAHENDRAGARH,31,6,21,0,21,20,1,4,52,27,10,17,0,0,1724
HARYANA,MEWAT,19,21,29,0,29,13,4,11,96,13,42,6,6,0,1262
HARYANA,PALWAL,34,37,29,0,29,23,5,22,115,16,25,25,33,0,1990
HARYANA,PANCHKULA,17,7,15,0,15,18,6,14,3,11,58,6,1,0,1569
HARYANA,PANIPAT,46,16,30,0,30,34,3,27,63,20,20,16,17,0,2702
HARYANA,REWARI,27,24,23,0,23,25,4,29,47,44,18,31,0,0,2361
HARYANA,ROHTAK,67,53,39,0,39,20,4,30,75,22,60,25,38,0,2642
HARYANA,SIRSA,48,35,31,0,31,16,3,8,26,18,32,14,0,0,1958
HARYANA,SONIPAT,84,48,36,0,36,43,11,69,11,21,86,31,50,0,3383
HARYANA,YAMUNANAGAR,41,23,28,0,28,35,3,20,0,11,18,25,5,0,2073
HARYANA,TOTAL,921,616,631,0,631,644,120,555,1184,763,1150,435,605,0,55344
HIMACHAL PRADESH,BILASPUR,5,2,10,0,10,7,0,2,38,7,17,28,5,0,1046
HIMACHAL PRADESH,CHAMBA,10,3,10,0,10,16,0,1,21,2,3,26,0,0,761
HIMACHAL PRADESH,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
HIMACHAL PRADESH,HAMIRPUR,6,0,8,0,8,12,0,0,23,12,16,15,7,0,959
HIMACHAL PRADESH,KANGRA,19,20,19,0,19,15,0,4,118,12,65,37,13,0,2290
HIMACHAL PRADESH,KINNAUR,1,0,4,0,4,2,0,1,11,3,0,3,0,0,170
HIMACHAL PRADESH,KULLU,15,3,16,0,16,17,0,2,54,5,13,31,2,0,1096
HIMACHAL PRADESH,LAHAUL-SPITI,1,0,1,0,1,0,0,0,1,1,1,0,0,0,70
HIMACHAL PRADESH,MANDI,19,7,32,0,32,13,0,3,68,11,31,75,8,0,2144
HIMACHAL PRADESH,SHIMLA,15,10,22,0,22,19,1,3,108,26,41,31,0,0,1941
HIMACHAL PRADESH,SIRMAUR,7,2,10,0,10,13,1,0,64,19,30,19,0,0,885
HIMACHAL PRADESH,SOLAN,16,3,14,0,14,13,3,4,70,25,13,13,2,0,1504
HIMACHAL PRADESH,UNA,15,9,11,0,11,10,1,0,51,14,18,17,4,0,1102
HIMACHAL PRADESH,TOTAL,129,59,157,0,157,137,6,20,627,137,248,295,41,0,13976
JAMMU & KASHMIR,ANANTNAG,10,6,13,0,13,74,1,7,148,2,35,63,17,0,1224
JAMMU & KASHMIR,AWANTIPORA,2,3,4,0,4,13,0,1,30,0,2,40,1,0,367
JAMMU & KASHMIR,BANDIPORA,3,3,1,0,1,44,0,3,57,0,7,74,7,0,467
JAMMU & KASHMIR,BARAMULLA,18,35,13,0,13,60,0,4,141,6,6,80,12,0,1247
JAMMU & KASHMIR,BUDGAM,3,27,8,0,8,60,0,4,230,3,31,88,29,0,1404
JAMMU & KASHMIR,CRIME JAMMU,2,0,0,0,0,0,0,0,0,0,22,0,0,0,25
JAMMU & KASHMIR,CRIME SRINAGAR,2,0,0,0,0,0,0,0,0,5,44,0,0,0,52
JAMMU & KASHMIR,DODA,20,41,20,0,20,21,0,0,27,3,8,14,4,0,591
JAMMU & KASHMIR,GANDERBAL,5,2,2,0,2,21,0,2,35,3,4,36,1,0,358
JAMMU & KASHMIR,HANDWARA,6,22,6,0,6,16,0,0,16,2,8,51,6,0,310
JAMMU & KASHMIR,JAMMU,31,87,26,0,26,49,1,3,210,18,66,31,58,0,3851
JAMMU & KASHMIR,KARGIL,0,0,1,0,1,1,0,0,8,1,3,5,0,0,107
JAMMU & KASHMIR,KATHUA,14,18,15,0,15,13,0,0,87,2,12,17,4,0,1057
JAMMU & KASHMIR,KISHTWAR,10,22,4,0,4,12,0,0,0,3,4,10,1,0,294
JAMMU & KASHMIR,KULGAM,6,9,5,0,5,43,0,7,68,3,10,63,4,0,572
JAMMU & KASHMIR,KUPWARA,12,41,5,0,5,19,0,1,54,2,5,31,2,0,393
JAMMU & KASHMIR,LEH,2,1,6,0,6,3,0,1,1,5,8,7,0,0,253
JAMMU & KASHMIR,POONCH,13,27,16,0,16,21,0,3,112,2,7,35,6,0,787
JAMMU & KASHMIR,PULWAMA,7,14,2,0,2,29,0,11,77,3,6,13,8,0,421
JAMMU & KASHMIR,RAILWAYS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13
JAMMU & KASHMIR,RAJOURI,8,26,21,0,21,27,0,3,44,6,17,34,7,0,1286
JAMMU & KASHMIR,RAMBAN,11,12,9,0,9,14,1,0,33,2,10,4,4,0,678
JAMMU & KASHMIR,REASI,16,34,5,0,5,9,0,1,5,1,4,11,4,0,472
JAMMU & KASHMIR,SAMBA,6,26,2,0,2,9,0,1,38,1,8,7,1,0,670
JAMMU & KASHMIR,SHOPIAN,7,23,6,0,6,14,0,5,31,1,5,49,5,0,313
JAMMU & KASHMIR,SRINAGAR,13,80,16,0,16,69,0,9,295,11,57,162,104,0,2549
JAMMU & KASHMIR,UDHAMPUR,10,10,13,0,13,14,0,1,35,2,3,10,11,0,843
JAMMU & KASHMIR,TOTAL,237,570,219,0,219,656,3,67,1782,87,392,935,296,0,20604
JHARKHAND,BOKARO,76,8,40,0,40,37,21,27,142,17,84,0,2,0,2665
JHARKHAND,CHAIBASA,127,46,42,0,42,5,7,16,31,12,22,16,0,0,837
JHARKHAND,CHATRA,42,46,11,0,11,14,14,27,121,0,10,1,0,0,1030
JHARKHAND,DEOGHAR,46,4,33,0,33,2,18,22,148,13,7,5,5,12,1475
JHARKHAND,DHANBAD,72,41,47,0,47,76,38,59,204,26,62,35,10,0,3579
JHARKHAND,DHANBAD RLY.,13,0,0,0,0,1,16,12,5,0,1,4,0,0,235
JHARKHAND,DUMKA,77,17,60,0,60,23,6,17,109,11,23,7,0,0,1758
JHARKHAND,GARHWA,48,78,21,0,21,16,18,30,139,8,29,15,0,0,1279
JHARKHAND,GIRIDIH,63,30,48,0,48,44,41,45,378,6,30,22,1,0,2819
JHARKHAND,GODDA,61,44,26,0,26,6,5,16,124,0,0,16,0,0,1863
JHARKHAND,GUMLA,158,79,38,0,38,11,20,62,18,8,17,11,0,0,960
JHARKHAND,HAZARIBAGH,80,52,57,0,57,61,32,55,323,23,144,31,0,0,3021
JHARKHAND,JAMSHEDPUR,102,88,41,0,41,16,20,59,44,35,116,18,5,0,3212
JHARKHAND,JAMSHEDPUR RLY.,6,2,0,0,0,0,3,6,1,0,2,1,0,0,194
JHARKHAND,JAMTARA,25,1,20,0,20,3,0,4,71,6,16,9,0,0,654
JHARKHAND,KHUNTI,63,11,8,0,8,2,6,16,15,0,1,1,0,0,313
JHARKHAND,KODERMA,23,31,16,0,16,14,2,9,103,9,57,6,0,0,825
JHARKHAND,LATEHAR,31,16,11,0,11,11,22,19,18,4,6,10,0,0,540
JHARKHAND,LOHARDAGGA,22,3,16,0,16,4,14,19,49,5,16,2,0,0,563
JHARKHAND,PAKUR,31,90,53,0,53,2,2,7,56,0,17,9,0,0,796
JHARKHAND,PALAMU,102,174,30,0,30,31,20,41,143,13,37,1,0,0,2117
JHARKHAND,RAMGARH,44,14,11,0,11,18,18,29,90,8,35,6,0,0,1067
JHARKHAND,RANCHI,209,72,62,0,62,62,49,112,138,43,133,23,0,27,4805
JHARKHAND,SAHEBGANJ,42,47,61,0,61,22,4,9,37,5,12,14,0,0,844
JHARKHAND,SARAIKELA,59,56,13,0,13,11,13,24,51,17,17,8,0,0,857
JHARKHAND,SIMDEGA,75,11,26,0,26,7,7,19,18,0,6,0,0,0,378
JHARKHAND,TOTAL,1697,1061,791,0,791,499,416,761,2576,269,900,271,23,39,38686
KARNATAKA,BAGALKOT,43,26,2,0,2,15,1,8,175,9,45,62,2,0,2048
KARNATAKA,BANGALORE COMMR.,253,297,54,0,54,2,88,702,348,190,2025,179,1,0,29664
KARNATAKA,BANGALORE RURAL,102,54,14,0,14,7,29,49,209,6,81,56,0,0,4423
KARNATAKA,BELGAUM,124,94,30,0,30,45,3,53,460,19,223,180,9,0,7150
KARNATAKA,BELLARY,46,47,11,0,11,10,5,24,189,20,48,41,0,0,3264
KARNATAKA,BIDAR,28,36,7,0,7,17,3,24,135,12,37,105,2,0,3363
KARNATAKA,BIJAPUR,83,73,19,0,19,17,6,19,313,15,55,83,0,0,3125
KARNATAKA,CBPURA,39,44,7,0,7,13,2,13,172,3,60,37,0,0,1891
KARNATAKA,CHAMARAJNAGAR,36,20,4,0,4,3,4,10,85,0,22,29,0,0,1518
KARNATAKA,CHICKMAGALUR,39,31,17,0,17,10,4,26,151,1,24,60,6,0,3101
KARNATAKA,CHITRADURGA,42,15,18,0,18,15,5,29,266,11,33,82,0,0,4191
KARNATAKA,DAKSHIN KANNADA,29,45,10,0,10,6,5,38,266,3,91,53,4,0,3974
KARNATAKA,DAVANAGERE,26,18,10,0,10,31,3,16,213,14,53,60,5,0,3009
KARNATAKA,DHARWAD COMMR.,21,26,3,0,3,10,8,78,90,7,135,16,1,0,2299
KARNATAKA,DHARWAD RURAL,22,25,1,0,1,0,3,7,72,6,10,16,0,0,1087
KARNATAKA,GADAG,23,22,10,0,10,0,2,6,108,2,17,49,1,0,1175
KARNATAKA,GULBARGA,104,104,25,0,25,31,10,74,429,14,71,75,0,0,5622
KARNATAKA,HASSAN,72,59,17,0,17,24,9,35,152,4,53,76,0,1,4949
KARNATAKA,HAVERI,31,23,5,0,5,0,5,9,218,10,53,48,0,0,2322
KARNATAKA,K.G.F.,13,10,5,0,5,5,1,10,50,3,20,14,0,0,849
KARNATAKA,KODAGU,22,33,20,0,20,5,2,9,40,1,20,27,1,0,1730
KARNATAKA,KOLAR,37,22,14,0,14,11,6,14,172,4,16,22,0,0,2014
KARNATAKA,KOPPAL,22,4,6,0,6,12,2,11,121,4,44,26,0,0,1723
KARNATAKA,MANDYA,50,41,18,0,18,13,8,18,270,6,28,59,0,0,4747
KARNATAKA,MYSORE COMMR.,26,30,23,0,23,22,1,92,88,10,92,28,0,0,3086
KARNATAKA,MYSORE RURAL,54,51,13,0,13,7,8,14,177,7,28,68,0,0,3173
KARNATAKA,RAICHUR,53,34,19,0,19,21,3,20,207,9,65,86,0,0,2994
KARNATAKA,RAILWAYS,13,6,0,0,0,0,3,28,13,0,2,1,0,0,447
KARNATAKA,RAMANAGAR,92,60,17,0,17,8,11,41,227,3,34,62,0,0,4084
KARNATAKA,SHIMOGA,45,45,14,0,14,23,5,65,211,8,59,101,5,0,4790
KARNATAKA,TUMKUR,69,55,12,0,12,10,17,41,245,8,70,90,0,0,4813
KARNATAKA,UDUPI,21,10,11,0,11,3,4,19,84,2,25,17,0,0,2335
KARNATAKA,UTTAR KANNADA,18,15,10,0,10,9,4,13,57,13,30,46,7,0,2580
KARNATAKA,TOTAL,1698,1475,446,0,446,405,270,1615,6013,424,3669,1954,44,1,127540
KERALA,ALAPUZHA,8,37,16,0,16,16,11,59,470,32,242,224,22,0,8373
KERALA,ERNAKULAM COMMR.,9,11,12,0,12,7,1,31,141,15,225,59,5,0,7961
KERALA,ERNAKULAM RURAL,36,31,35,0,35,9,12,74,428,26,144,134,24,0,9159
KERALA,IDUKKI,15,28,28,0,28,12,6,16,202,13,113,131,3,0,4923
KERALA,KANNUR,26,38,33,0,33,7,3,73,872,16,164,111,13,0,5901
KERALA,KASARGOD,19,23,28,0,28,6,4,21,502,13,164,92,6,0,3585
KERALA,KOLLAM,26,21,61,0,61,20,5,49,474,16,189,273,11,0,8717
KERALA,KOTTAYAM,26,16,31,0,31,11,2,75,359,77,353,221,32,0,8008
KERALA,KOZHIKODE COMMR.,6,16,15,0,15,4,9,100,410,20,169,72,10,0,4166
KERALA,KOZHIKODE RURAL,15,17,39,0,39,6,3,24,784,7,139,151,29,0,5429
KERALA,MALAPPURAM,29,27,51,0,51,7,3,47,618,28,245,149,28,0,7419
KERALA,PALAKKAD,34,19,42,0,42,8,5,39,526,62,198,133,4,0,5557
KERALA,PATHANAMTHITTA,17,18,32,0,32,8,2,24,358,9,120,168,12,0,5343
KERALA,RAILWAYS,1,0,1,0,1,0,1,1,1,1,3,7,3,0,209
KERALA,THRISSUR,38,64,46,0,46,12,10,61,708,21,526,214,29,0,10003
KERALA,TRIVANDRUM COMMR.,10,22,20,0,20,6,1,57,426,52,330,128,7,0,5016
KERALA,TRIVANDRUM RURAL,35,38,43,0,43,20,10,52,538,16,235,404,9,0,8348
KERALA,WAYANADU,12,8,35,0,35,7,3,13,240,11,100,74,11,0,2503
KERALA,TOTAL,362,434,568,0,568,166,91,816,8057,435,3659,2745,258,0,110620
MADHYA PRADESH,ALIRAJPUR,59,40,41,0,41,14,1,3,21,1,4,37,1,0,1225
MADHYA PRADESH,ANUPPUR,32,11,42,0,42,2,2,14,13,1,14,53,1,0,1244
MADHYA PRADESH,ASHOK NAGAR,18,20,47,0,47,3,1,8,31,8,17,107,8,0,2041
MADHYA PRADESH,BALAGHAT,56,21,61,0,61,6,1,18,46,8,5,131,11,0,2559
MADHYA PRADESH,BARWANI,32,21,39,0,39,4,0,11,25,3,10,81,3,0,1907
MADHYA PRADESH,BETUL,57,33,121,0,121,22,0,29,14,0,20,198,10,0,3241
MADHYA PRADESH,BHIND,54,74,27,0,27,9,6,93,67,6,31,60,1,0,3171
MADHYA PRADESH,BHOPAL,60,86,113,0,113,36,3,227,133,31,125,207,39,0,14718
MADHYA PRADESH,BHOPAL RLY.,2,4,2,0,2,2,1,7,8,0,3,7,3,0,1327
MADHYA PRADESH,BURHANPUR,19,15,14,0,14,2,34,6,59,4,9,55,0,0,1384
MADHYA PRADESH,CHHATARPUR,52,62,57,0,57,14,2,59,35,14,42,194,20,0,4928
MADHYA PRADESH,CHHINDWARA,76,23,120,0,120,11,0,10,50,10,31,185,22,0,4589
MADHYA PRADESH,DAMOH,58,47,46,0,46,12,0,25,13,3,16,126,0,0,2904
MADHYA PRADESH,DATIYA,44,51,25,0,25,11,0,53,29,1,10,63,0,0,2388
MADHYA PRADESH,DEWAS,45,73,73,0,73,14,1,29,76,14,63,191,42,0,5593
MADHYA PRADESH,DHAR,80,94,100,0,100,27,13,28,110,24,22,185,11,0,5389
MADHYA PRADESH,DINDORI,19,3,20,0,20,1,1,4,5,9,5,33,1,0,750
MADHYA PRADESH,GUNA,53,29,72,0,72,13,3,16,70,16,25,134,16,0,3116
MADHYA PRADESH,GWALIOR,98,120,42,0,42,47,10,161,121,39,97,126,17,0,9104
MADHYA PRADESH,HARDA,20,24,18,0,18,7,0,13,16,0,0,42,39,0,1205
MADHYA PRADESH,HOSHANGABAD,52,41,64,0,64,14,2,32,21,6,10,130,19,0,3562
MADHYA PRADESH,INDORE,125,197,122,0,122,46,7,354,223,43,102,343,63,0,19587
MADHYA PRADESH,INDORE RLY.,3,2,3,0,3,0,0,8,2,0,3,5,1,0,337
MADHYA PRADESH,JABALPUR,69,111,127,0,127,40,1,148,123,15,96,288,67,0,10857
MADHYA PRADESH,JABALPUR RLY.,4,2,1,0,1,1,3,5,2,0,5,7,1,0,365
MADHYA PRADESH,JHABUA,19,20,31,0,31,18,5,16,22,4,7,32,0,0,1507
MADHYA PRADESH,KATNI,33,26,48,0,48,5,0,14,30,7,32,97,7,0,2964
MADHYA PRADESH,KHANDWA,36,35,52,0,52,10,4,18,53,6,9,154,27,0,3244
MADHYA PRADESH,KHARGON,49,45,65,0,65,8,2,23,97,13,17,154,23,0,4144
MADHYA PRADESH,MANDLA,34,16,47,0,47,2,1,4,4,0,10,87,14,0,1922
MADHYA PRADESH,MANDSAUR,45,32,40,0,40,15,6,36,54,33,13,128,4,0,3360
MADHYA PRADESH,MORENA,59,75,26,0,26,21,5,74,115,2,23,73,1,0,5062
MADHYA PRADESH,NARSINGHPUR,48,41,61,0,61,2,0,26,22,2,21,100,16,0,2465
MADHYA PRADESH,NEEMUCH,24,14,19,0,19,3,0,9,73,47,25,45,14,0,2082
MADHYA PRADESH,PANNA,34,17,28,0,28,6,0,14,3,1,6,77,0,0,1704
MADHYA PRADESH,RAISEN,42,42,67,0,67,17,0,17,34,0,2,150,0,0,3355
MADHYA PRADESH,RAJGARH,38,63,83,0,83,22,2,19,98,11,18,166,36,0,4675
MADHYA PRADESH,RATLAM,43,44,63,0,63,14,2,29,42,63,26,105,11,0,3488
MADHYA PRADESH,REWA,52,42,82,0,82,26,0,56,65,19,54,124,7,0,5179
MADHYA PRADESH,SAGAR,83,90,119,0,119,28,2,61,101,6,26,349,38,0,8169
MADHYA PRADESH,SATNA,62,50,102,0,102,15,5,64,40,9,22,207,9,0,5798
MADHYA PRADESH,SEONI,41,23,61,0,61,14,0,7,32,4,18,103,14,0,2551
MADHYA PRADESH,SHAHDOL,31,12,47,0,47,13,2,36,17,6,21,139,9,0,2959
MADHYA PRADESH,SHAJAPUR,27,44,57,0,57,13,4,44,59,15,25,161,34,0,3811
MADHYA PRADESH,SHEOPUR,9,19,13,0,13,5,0,17,38,1,21,32,2,0,1239
MADHYA PRADESH,SHIVPURI,74,47,64,0,64,24,4,46,58,12,16,128,3,0,4104
MADHYA PRADESH,SIDHI,30,12,37,0,37,17,0,20,51,1,13,83,5,0,2367
MADHYA PRADESH,SIHORE,28,47,57,0,57,18,7,18,41,4,26,89,16,0,3403
MADHYA PRADESH,SINGRAULI,26,17,40,0,40,12,2,5,25,3,10,87,1,0,2102
MADHYA PRADESH,TIKAMGARH,46,28,35,0,35,10,4,30,55,8,13,107,2,0,3035
MADHYA PRADESH,UJJAIN,60,122,78,0,78,25,9,147,158,22,76,215,37,0,8764
MADHYA PRADESH,UMARIYA,22,10,25,0,25,2,0,4,14,3,10,60,7,0,1259
MADHYA PRADESH,VIDISHA,40,45,93,0,93,13,2,19,54,12,43,205,25,0,4353
MADHYA PRADESH,TOTAL,2322,2282,2937,0,2937,736,160,2234,2768,570,1368,6445,758,0,206556
MAHARASHTRA,AHMEDNAGAR,134,107,49,0,49,33,55,117,553,41,226,125,4,0,7070
MAHARASHTRA,AKOLA,54,72,26,0,26,33,8,54,157,24,102,111,61,0,4132
MAHARASHTRA,AMRAVATI COMMR.,18,30,22,0,22,9,4,35,89,26,50,41,10,0,2439
MAHARASHTRA,AMRAVATI RURAL,75,27,47,0,47,18,10,33,119,24,35,137,33,0,4150
MAHARASHTRA,AURANGABAD COMMR.,39,38,21,0,21,30,2,71,241,25,128,51,16,0,3452
MAHARASHTRA,AURANGABAD RURAL,56,36,21,0,21,7,21,50,285,13,53,65,9,0,3347
MAHARASHTRA,BEED,61,34,26,0,26,22,45,85,485,25,75,92,11,0,4500
MAHARASHTRA,BHANDARA,28,14,26,0,26,13,7,19,107,17,102,69,18,0,2845
MAHARASHTRA,BULDHANA,54,47,36,0,36,25,23,44,262,43,60,153,39,0,4494
MAHARASHTRA,CHANDRAPUR,51,47,37,0,37,28,5,37,145,30,55,112,146,0,4456
MAHARASHTRA,DHULE,54,38,10,0,10,8,64,19,226,9,75,32,8,0,2783
MAHARASHTRA,GADCHIROLI,56,33,22,0,22,11,4,11,23,17,12,30,7,0,1195
MAHARASHTRA,GONDIA,35,14,38,0,38,13,3,18,61,17,45,84,25,0,2023
MAHARASHTRA,HINGOLI,43,29,17,0,17,9,13,34,143,4,33,54,6,0,1751
MAHARASHTRA,JALGAON,83,57,42,0,42,19,19,47,304,72,228,107,29,0,4901
MAHARASHTRA,JALNA,58,33,16,0,16,10,15,56,196,13,114,53,7,0,2832
MAHARASHTRA,KOLHAPUR,59,26,34,0,34,18,33,47,302,99,232,76,13,0,4398
MAHARASHTRA,LATUR,74,28,22,0,22,29,16,46,261,15,75,74,0,0,3681
MAHARASHTRA,MUMBAI COMMR.,210,132,218,0,218,116,35,328,377,481,2025,436,121,0,32770
MAHARASHTRA,MUMBAI RLY.,8,1,4,0,4,2,5,36,24,7,29,12,0,0,2222
MAHARASHTRA,NAGPUR COMMR.,100,57,53,0,53,28,14,321,258,77,336,91,71,0,8661
MAHARASHTRA,NAGPUR RLY.,5,7,1,0,1,2,10,17,19,1,8,8,2,0,1247
MAHARASHTRA,NAGPUR RURAL,77,45,37,0,37,20,11,37,138,37,66,89,32,0,4567
MAHARASHTRA,NANDED,88,57,23,0,23,22,32,64,311,17,117,77,6,0,4778
MAHARASHTRA,NANDURBAR,30,14,11,0,11,8,3,21,111,11,35,21,7,0,1501
MAHARASHTRA,NASIK COMMR.,43,31,14,0,14,21,22,78,186,28,166,42,10,0,3813
MAHARASHTRA,NASIK RURAL,90,55,36,0,36,17,32,36,374,56,113,61,24,0,4480
MAHARASHTRA,NAVI MUMBAI,61,39,12,0,12,14,20,118,194,58,199,31,11,0,4686
MAHARASHTRA,OSMANABAD,53,25,22,0,22,19,37,28,171,23,136,80,7,0,3072
MAHARASHTRA,PARBHANI,49,37,12,0,12,11,22,71,201,13,56,56,6,0,2767
MAHARASHTRA,PUNE COMMR.,137,141,92,0,92,80,37,379,530,82,600,113,73,0,14467
MAHARASHTRA,PUNE RLY.,2,2,1,0,1,1,4,10,7,0,5,3,0,0,455
MAHARASHTRA,PUNE RURAL,146,77,66,0,66,30,34,89,357,59,191,104,30,0,7183
MAHARASHTRA,RAIGAD,43,31,17,0,17,5,15,14,143,27,59,33,10,0,2061
MAHARASHTRA,RATNAGIRI,18,15,26,0,26,12,4,10,91,27,61,33,27,0,1561
MAHARASHTRA,SANGLI,46,27,42,0,42,13,5,25,176,19,166,67,14,0,2909
MAHARASHTRA,SATARA,60,27,30,0,30,14,24,73,252,62,134,66,26,0,4634
MAHARASHTRA,SINDHUDURG,6,7,8,0,8,2,0,4,36,10,23,34,15,0,795
MAHARASHTRA,SOLAPUR COMMR.,17,15,24,0,24,8,3,32,57,11,97,17,3,0,1684
MAHARASHTRA,SOLAPUR RURAL,88,59,63,0,63,37,27,82,303,30,90,101,0,0,4720
MAHARASHTRA,THANE COMMR.,99,76,74,0,74,72,20,132,381,121,592,149,46,0,9479
MAHARASHTRA,THANE RURAL,147,39,71,0,71,36,30,70,310,48,159,128,24,0,5792
MAHARASHTRA,WARDHA,36,27,26,0,26,22,6,42,158,23,62,128,36,0,4369
MAHARASHTRA,WASHIM,30,29,20,0,20,18,8,36,117,18,33,59,18,0,2222
MAHARASHTRA,YAVATMAL,74,55,43,0,43,33,4,55,147,20,38,114,30,0,4899
MAHARASHTRA,TOTAL,2795,1837,1558,0,1558,998,811,3031,9388,1880,7296,3619,1091,0,206243
MANIPUR,BISHNUPUR,16,43,3,0,3,11,0,0,6,0,13,16,0,0,327
MANIPUR,CHANDEL,13,10,0,0,0,0,0,0,0,0,1,0,0,0,74
MANIPUR,CHURACHANDPUR,18,5,2,0,2,0,0,0,0,0,6,0,0,0,131
MANIPUR,CID,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
MANIPUR,IMPHAL EAST,30,103,9,0,9,24,0,1,4,5,39,14,0,0,725
MANIPUR,IMPHAL WEST,42,192,12,0,12,31,0,0,18,17,38,22,0,0,1191
MANIPUR,SENAPATI,14,6,2,0,2,0,0,3,6,0,0,0,0,0,139
MANIPUR,TAMENGLONG,3,3,0,0,0,0,0,0,1,0,0,0,0,0,27
MANIPUR,THOUBAL,46,126,9,0,9,21,1,3,11,1,46,5,0,0,648
